,P-M-AA-A,P-M-AA-C,P-M-AA-D,P-M-AA-E,P-M-AA-F,P-M-AA-G,P-M-AA-H,P-M-AA-I,P-M-AA-K,P-M-AA-L,P-M-AA-M,P-M-AA-N,P-M-AA-P,P-M-AA-Q,P-M-AA-R,P-M-AA-S,P-M-AA-T,P-M-AA-V,P-M-AA-W,P-M-AA-Y,P-M-AA-*,P-M-PC-C,P-M-PC-H,P-M-PC-O,P-M-PC-N,P-M-PC-S,P-M-MW,P-S-AA-A,P-S-AA-C,P-S-AA-D,P-S-AA-E,P-S-AA-F,P-S-AA-G,P-S-AA-H,P-S-AA-I,P-S-AA-K,P-S-AA-L,P-S-AA-M,P-S-AA-N,P-S-AA-P,P-S-AA-Q,P-S-AA-R,P-S-AA-S,P-S-AA-T,P-S-AA-V,P-S-AA-W,P-S-AA-Y,P-S-AA-*,P-S-PC-C,P-S-PC-H,P-S-PC-O,P-S-PC-N,P-S-PC-S,P-S-MW,H-M-AA-A,H-M-AA-C,H-M-AA-D,H-M-AA-E,H-M-AA-F,H-M-AA-G,H-M-AA-H,H-M-AA-I,H-M-AA-K,H-M-AA-L,H-M-AA-M,H-M-AA-N,H-M-AA-P,H-M-AA-Q,H-M-AA-R,H-M-AA-S,H-M-AA-T,H-M-AA-V,H-M-AA-W,H-M-AA-Y,H-M-AA-*,H-M-PC-C,H-M-PC-H,H-M-PC-O,H-M-PC-N,H-M-PC-S,H-M-MW,H-S-AA-A,H-S-AA-C,H-S-AA-D,H-S-AA-E,H-S-AA-F,H-S-AA-G,H-S-AA-H,H-S-AA-I,H-S-AA-K,H-S-AA-L,H-S-AA-M,H-S-AA-N,H-S-AA-P,H-S-AA-Q,H-S-AA-R,H-S-AA-S,H-S-AA-T,H-S-AA-V,H-S-AA-W,H-S-AA-Y,H-S-AA-*,H-S-PC-C,H-S-PC-H,H-S-PC-O,H-S-PC-N,H-S-PC-S,H-S-MW
10,0.0008286720530349401,0.0010358400662937584,0.0006215040397762328,0.0006215040397762328,0.0012430080795524656,0.0004143360265174145,0.0006215040397762328,0.0018645121193286984,0.0004143360265174145,0.0010358400662937584,0.0016573441060699912,0.002278848145846224,0.0026931841723637495,0.0008286720530349401,0.0014501760928111729,0.0016573441060699912,0.0014501760928111729,0.0006215040397762328,0.0018645121193286984,0.0016573441060699912,0.0,0.0012430080795524656,0.0018645121193286984,0.0010358400662937584,0.0004143360265174145,0.0004143360265174145,0.0012430080795524656,0.0008286720530349401,0.0004143360265174145,0.00020716801325870726,0.0008286720530349401,0.0006215040397762328,0.0010358400662937584,0.0006215040397762328,0.0008286720530349401,0.0006215040397762328,0.0,0.0008286720530349401,0.0006215040397762328,0.0,0.0004143360265174145,0.0008286720530349401,0.00020716801325870726,0.0010358400662937584,0.0010358400662937584,0.0004143360265174145,0.00020716801325870726,0.0,0.0,0.0008286720530349401,0.0004143360265174145,0.00020716801325870726,0.0008286720530349401,0.0010358400662937584,-0.00020716801325881828,0.0004143360265174145,-0.0008286720530350511,-0.00020716801325881828,-0.0012430080795525766,-0.0016573441060701022,-0.00041433602651752555,0.00020716801325870726,0.0006215040397762328,0.00020716801325870726,-0.00020716801325881828,0.0,-0.0008286720530350511,-0.001450176092811284,0.0,0.00020716801325870726,0.0,-0.00020716801325881828,0.0,-0.0006215040397763438,-0.00020716801325881828,-0.0012430080795525766,0.0,-0.0010358400662938694,0.0,0.0010358400662937584,0.0006215040397762328,0.0,0.0006215040397762328,0.0004143360265174145,0.0,0.0004143360265174145,-0.00020716801325881828,0.00020716801325870726,-0.0006215040397763438,0.00020716801325870726,0.0006215040397762328,0.00020716801325870726,0.0014501760928111729,0.00020716801325870726,0.0,0.00020716801325870726,0.0008286720530349401,-0.00041433602651752555,0.0004143360265174145,-0.0008286720530350511,0.0008286720530349401,0.0004143360265174145,-0.00020716801325881828,0.0006215040397762328,-0.00020716801325881828,0.00020716801325870726,0.0006215040397762328,0.0
11,0.0016573441060699912,0.0010358400662937584,0.0004143360265174145,0.0006215040397762328,0.0006215040397762328,0.0006215040397762328,0.0006215040397762328,0.0020716801325875167,0.0016573441060699912,0.0004143360265174145,0.0008286720530349401,0.0020716801325875167,0.0016573441060699912,0.00020716801325870726,0.0010358400662937584,0.0008286720530349401,0.0012430080795524656,0.0006215040397762328,0.003729024238657508,0.00020716801325870726,0.0,0.0016573441060699912,0.0024860161591049312,0.00020716801325870726,0.0004143360265174145,0.0010358400662937584,0.0008286720530349401,0.0006215040397762328,0.0006215040397762328,0.00020716801325870726,0.00020716801325870726,0.0004143360265174145,0.0012430080795524656,0.0006215040397762328,0.00020716801325870726,0.0006215040397762328,0.00020716801325870726,0.0010358400662937584,0.0006215040397762328,0.0,0.00020716801325870726,0.0008286720530349401,0.00020716801325870726,0.0004143360265174145,0.0004143360265174145,0.0004143360265174145,0.00020716801325870726,0.0,0.00020716801325870726,0.0008286720530349401,0.0008286720530349401,0.0,0.0008286720530349401,0.0008286720530349401,0.0010358400662937584,0.0,-0.0008286720530350511,0.0004143360265174145,0.0,-0.00020716801325881828,-0.0008286720530350511,0.0010358400662937584,0.0,-0.00020716801325881828,-0.00041433602651752555,0.0010358400662937584,0.0006215040397762328,-0.00020716801325881828,0.0006215040397762328,0.0,-0.00020716801325881828,0.0010358400662937584,0.0006215040397762328,0.0010358400662937584,0.0004143360265174145,0.0006215040397762328,-0.00020716801325881828,0.0,0.0004143360265174145,-0.0006215040397763438,-0.00041433602651752555,0.0004143360265174145,0.0004143360265174145,0.0014501760928111729,0.0008286720530349401,0.0004143360265174145,0.0004143360265174145,0.0,0.00020716801325870726,-0.00020716801325881828,0.00020716801325870726,0.00020716801325870726,0.0014501760928111729,0.0004143360265174145,0.0,0.00020716801325870726,-0.00020716801325881828,0.0,0.0008286720530349401,-0.00020716801325881828,0.0008286720530349401,0.0004143360265174145,0.0004143360265174145,0.0012430080795524656,0.00020716801325870726,0.0,0.0006215040397762328,0.00020716801325870726
12,0.0016573441060699912,0.0004143360265174145,0.0006215040397762328,0.0014501760928111729,0.0014501760928111729,0.0006215040397762328,0.0010358400662937584,0.0020716801325875167,0.0004143360265174145,0.0004143360265174145,0.0016573441060699912,0.0016573441060699912,0.0018645121193286984,0.0004143360265174145,0.0010358400662937584,0.0014501760928111729,0.0014501760928111729,0.0008286720530349401,0.0029003521856224568,0.0010358400662937584,0.0,0.0012430080795524656,0.0024860161591049312,0.00020716801325870726,0.0004143360265174145,0.0008286720530349401,0.0008286720530349401,0.0004143360265174145,0.0010358400662937584,0.0004143360265174145,0.0004143360265174145,0.0004143360265174145,0.0006215040397762328,0.00020716801325870726,0.0004143360265174145,0.00020716801325870726,0.0006215040397762328,0.0010358400662937584,0.0010358400662937584,0.0,0.0004143360265174145,0.0010358400662937584,0.0004143360265174145,0.0006215040397762328,0.0010358400662937584,0.0004143360265174145,0.00020716801325870726,0.0,0.00020716801325870726,0.0006215040397762328,0.0012430080795524656,0.00020716801325870726,0.0006215040397762328,0.0010358400662937584,0.00020716801325870726,0.00020716801325870726,-0.00020716801325881828,0.0006215040397762328,0.0,-0.0008286720530350511,-0.0018645121193288094,0.0004143360265174145,0.00020716801325870726,0.0008286720530349401,-0.0018645121193288094,0.00020716801325870726,0.0004143360265174145,-0.00041433602651752555,0.0,0.00020716801325870726,0.0006215040397762328,0.0014501760928111729,0.0,-0.00041433602651752555,0.0004143360265174145,0.0,0.00020716801325870726,-0.00020716801325881828,0.0006215040397762328,0.00020716801325870726,0.0012430080795524656,-0.0006215040397763438,0.00020716801325870726,0.00020716801325870726,0.0004143360265174145,0.0004143360265174145,-0.00020716801325881828,0.00020716801325870726,0.0012430080795524656,0.0004143360265174145,0.0008286720530349401,0.0006215040397762328,0.0006215040397762328,0.00020716801325870726,0.00020716801325870726,0.00020716801325870726,0.00020716801325870726,-0.00020716801325881828,0.0008286720530349401,-0.0006215040397763438,0.0008286720530349401,0.0004143360265174145,0.0008286720530349401,0.0006215040397762328,0.0004143360265174145,0.00020716801325870726,0.0004143360265174145,0.0008286720530349401
13,0.0014501760928111729,0.0010358400662937584,0.0004143360265174145,0.0004143360265174145,0.0008286720530349401,0.0010358400662937584,0.0010358400662937584,0.002278848145846224,0.0004143360265174145,0.0006215040397762328,0.0014501760928111729,0.0024860161591049312,0.002278848145846224,0.0008286720530349401,0.0006215040397762328,0.0016573441060699912,0.0010358400662937584,0.0008286720530349401,0.004143360265175033,0.00020716801325870726,0.0,0.0012430080795524656,0.0020716801325875167,0.0004143360265174145,0.00020716801325870726,0.0014501760928111729,0.0,0.0006215040397762328,0.00020716801325870726,0.00020716801325870726,0.0006215040397762328,0.0004143360265174145,0.0014501760928111729,0.0004143360265174145,0.0004143360265174145,0.0004143360265174145,0.0006215040397762328,0.0004143360265174145,0.00020716801325870726,0.0,0.0004143360265174145,0.0008286720530349401,0.00020716801325870726,0.0004143360265174145,0.0006215040397762328,0.0006215040397762328,0.0,0.0,0.0,0.0010358400662937584,0.0010358400662937584,0.00020716801325870726,0.0008286720530349401,0.0012430080795524656,0.0,0.0004143360265174145,-0.0006215040397763438,0.0004143360265174145,0.0,-0.00041433602651752555,-0.0012430080795525766,0.00020716801325870726,0.0004143360265174145,-0.00020716801325881828,-0.0006215040397763438,0.0010358400662937584,0.0012430080795524656,-0.0006215040397763438,0.0,0.00020716801325870726,0.00020716801325870726,0.0010358400662937584,-0.00020716801325881828,0.0010358400662937584,-0.0008286720530350511,0.0004143360265174145,-0.0006215040397763438,-0.00020716801325881828,-0.00020716801325881828,0.0004143360265174145,0.00020716801325870726,0.0006215040397762328,0.0,0.0004143360265174145,0.0008286720530349401,0.0006215040397762328,-0.00020716801325881828,-0.00020716801325881828,0.0,0.00020716801325870726,0.0,0.00020716801325870726,0.0012430080795524656,0.00020716801325870726,0.0004143360265174145,0.0006215040397762328,0.0,-0.00041433602651752555,0.0004143360265174145,-0.0008286720530350511,0.0006215040397762328,0.00020716801325870726,0.0,0.0010358400662937584,0.0,0.00020716801325870726,0.0006215040397762328,0.0
14,0.0014501760928111729,0.0004143360265174145,0.0008286720530349401,0.0008286720530349401,0.0010358400662937584,0.0016573441060699912,0.00020716801325870726,0.002278848145846224,0.0010358400662937584,0.0008286720530349401,0.0012430080795524656,0.0020716801325875167,0.0033146882121399823,0.0008286720530349401,0.0006215040397762328,0.0018645121193286984,0.0020716801325875167,0.0008286720530349401,0.003936192251916215,0.00020716801325870726,0.0,0.0006215040397762328,0.0029003521856224568,0.00020716801325870726,0.00020716801325870726,0.0010358400662937584,0.0006215040397762328,0.0012430080795524656,0.0008286720530349401,0.00020716801325870726,0.0006215040397762328,0.0008286720530349401,0.0010358400662937584,0.0004143360265174145,0.00020716801325870726,0.0004143360265174145,0.00020716801325870726,0.0008286720530349401,0.0006215040397762328,0.00020716801325870726,0.0004143360265174145,0.0010358400662937584,0.0006215040397762328,0.0010358400662937584,0.0010358400662937584,0.00020716801325870726,0.00020716801325870726,0.0,0.0,0.0006215040397762328,0.0012430080795524656,0.0004143360265174145,0.0008286720530349401,0.0012430080795524656,0.0004143360265174145,0.0004143360265174145,-0.0006215040397763438,0.0010358400662937584,0.00020716801325870726,0.0,-0.0012430080795525766,0.0006215040397762328,0.0004143360265174145,0.0004143360265174145,-0.0008286720530350511,0.0004143360265174145,0.00020716801325870726,-0.0006215040397763438,0.0006215040397762328,0.00020716801325870726,0.00020716801325870726,0.0006215040397762328,0.00020716801325870726,0.00020716801325870726,0.0,0.0,-0.00041433602651752555,-0.00041433602651752555,0.0010358400662937584,0.0006215040397762328,-0.0006215040397763438,0.0,0.0006215040397762328,0.0008286720530349401,0.0012430080795524656,0.0004143360265174145,-0.00041433602651752555,0.0006215040397762328,0.0004143360265174145,-0.00041433602651752555,-0.00041433602651752555,0.0004143360265174145,0.0016573441060699912,0.0004143360265174145,0.0,0.0004143360265174145,0.0006215040397762328,0.0,0.0008286720530349401,0.0,-0.00041433602651752555,0.0006215040397762328,0.0004143360265174145,0.0008286720530349401,0.00020716801325870726,-0.00020716801325881828,0.0006215040397762328,0.00020716801325870726
15,0.0012430080795524656,0.0010358400662937584,0.0006215040397762328,0.0010358400662937584,0.0008286720530349401,0.0020716801325875167,0.0008286720530349401,0.002278848145846224,0.0010358400662937584,0.0008286720530349401,0.0016573441060699912,0.0020716801325875167,0.0024860161591049312,0.0004143360265174145,0.0004143360265174145,0.0016573441060699912,0.0014501760928111729,0.0012430080795524656,0.0033146882121399823,0.0016573441060699912,0.0,0.0010358400662937584,0.0018645121193286984,0.0004143360265174145,0.00020716801325870726,0.0016573441060699912,0.0010358400662937584,0.0008286720530349401,0.00020716801325870726,0.00020716801325870726,0.0006215040397762328,0.0006215040397762328,0.0012430080795524656,0.00020716801325870726,0.00020716801325870726,0.0004143360265174145,0.0004143360265174145,0.0010358400662937584,0.00020716801325870726,0.00020716801325870726,0.0004143360265174145,0.0012430080795524656,0.0006215040397762328,0.0006215040397762328,0.0010358400662937584,0.0008286720530349401,0.0,0.0,0.0,0.0012430080795524656,0.0008286720530349401,0.00020716801325870726,0.0008286720530349401,0.0006215040397762328,0.00020716801325870726,-0.00020716801325881828,-0.00041433602651752555,0.0006215040397762328,-0.00020716801325881828,-0.0006215040397763438,-0.0008286720530350511,0.00020716801325870726,0.0010358400662937584,0.0,-0.00020716801325881828,0.0006215040397762328,-0.00041433602651752555,-0.00020716801325881828,0.0004143360265174145,-0.0008286720530350511,0.0008286720530349401,-0.00020716801325881828,0.0004143360265174145,-0.00020716801325881828,0.00020716801325870726,-0.0006215040397763438,0.0006215040397762328,-0.00041433602651752555,0.0006215040397762328,0.00020716801325870726,0.0012430080795524656,0.00020716801325870726,0.0006215040397762328,0.0006215040397762328,0.0010358400662937584,0.0004143360265174145,0.00020716801325870726,0.0004143360265174145,0.00020716801325870726,-0.00020716801325881828,0.00020716801325870726,0.0,0.0016573441060699912,0.00020716801325870726,-0.00020716801325881828,0.00020716801325870726,0.0,0.0,0.0008286720530349401,-0.00020716801325881828,0.0004143360265174145,-0.00020716801325881828,0.0004143360265174145,0.0014501760928111729,0.0004143360265174145,0.00020716801325870726,0.0006215040397762328,0.0004143360265174145
16,0.0014501760928111729,0.0006215040397762328,0.0008286720530349401,0.0004143360265174145,0.0006215040397762328,0.0018645121193286984,0.0006215040397762328,0.003107520198881275,0.0008286720530349401,0.0010358400662937584,0.002278848145846224,0.0029003521856224568,0.0016573441060699912,0.0006215040397762328,0.0012430080795524656,0.0014501760928111729,0.0010358400662937584,0.0006215040397762328,0.003729024238657508,-0.00020716801325881828,0.0,0.0006215040397762328,0.0026931841723637495,0.0010358400662937584,0.00020716801325870726,0.0012430080795524656,0.0006215040397762328,0.0010358400662937584,0.00020716801325870726,0.00020716801325870726,0.0006215040397762328,0.0006215040397762328,0.0014501760928111729,0.0004143360265174145,0.0,0.00020716801325870726,0.0004143360265174145,0.0004143360265174145,0.0004143360265174145,0.0,0.0004143360265174145,0.0008286720530349401,0.0004143360265174145,0.0006215040397762328,0.0010358400662937584,0.0006215040397762328,0.00020716801325870726,0.0,0.0,0.0008286720530349401,0.0010358400662937584,-0.00020716801325881828,0.0004143360265174145,0.0008286720530349401,0.0006215040397762328,0.00020716801325870726,-0.0008286720530350511,0.0008286720530349401,-0.0010358400662938694,-0.0012430080795525766,-0.002278848145846335,0.0012430080795524656,0.0006215040397762328,-0.00041433602651752555,-0.00041433602651752555,0.0006215040397762328,0.00020716801325870726,-0.0006215040397763438,0.0010358400662937584,0.0008286720530349401,-0.00020716801325881828,0.0006215040397762328,0.0,0.0004143360265174145,-0.00020716801325881828,0.0004143360265174145,0.00020716801325870726,0.0,0.0006215040397762328,0.0006215040397762328,0.0006215040397762328,0.00020716801325870726,0.0,0.0008286720530349401,0.0008286720530349401,0.0006215040397762328,0.0,0.0,-0.00041433602651752555,0.00020716801325870726,0.0,0.00020716801325870726,0.0006215040397762328,0.00020716801325870726,-0.00020716801325881828,0.0,0.0006215040397762328,-0.00020716801325881828,0.00020716801325870726,-0.00041433602651752555,0.0008286720530349401,0.0004143360265174145,0.00020716801325870726,0.0008286720530349401,-0.00020716801325881828,0.00020716801325870726,0.0006215040397762328,0.00020716801325870726
17,0.0012430080795524656,0.0008286720530349401,0.0004143360265174145,0.0004143360265174145,0.0012430080795524656,0.0006215040397762328,0.00020716801325870726,0.002278848145846224,0.0004143360265174145,0.0006215040397762328,0.0014501760928111729,0.0016573441060699912,0.0024860161591049312,0.0006215040397762328,0.0004143360265174145,0.0014501760928111729,0.0012430080795524656,0.0008286720530349401,0.0026931841723637495,0.0010358400662937584,0.0,0.0014501760928111729,0.0018645121193286984,0.0006215040397762328,0.00020716801325870726,0.0016573441060699912,0.0004143360265174145,0.0006215040397762328,0.0004143360265174145,0.0004143360265174145,0.0006215040397762328,0.0010358400662937584,0.0014501760928111729,0.0008286720530349401,0.0008286720530349401,0.00020716801325870726,0.0004143360265174145,0.0004143360265174145,0.0012430080795524656,0.0,0.0004143360265174145,0.0006215040397762328,0.00020716801325870726,0.0006215040397762328,0.0012430080795524656,0.0,0.0,0.0,0.0,0.0012430080795524656,0.0010358400662937584,0.0004143360265174145,0.0004143360265174145,0.0012430080795524656,0.0006215040397762328,0.0,-0.0010358400662938694,0.0008286720530349401,0.00020716801325870726,-0.00041433602651752555,-0.0006215040397763438,0.00020716801325870726,0.0006215040397762328,-0.00020716801325881828,0.00020716801325870726,-0.00020716801325881828,0.0,-0.001450176092811284,0.0006215040397762328,0.0010358400662937584,0.00020716801325870726,0.0,0.00020716801325870726,-0.00041433602651752555,-0.00041433602651752555,-0.00020716801325881828,0.00020716801325870726,-0.00020716801325881828,0.0004143360265174145,0.0,0.0004143360265174145,0.0004143360265174145,0.0004143360265174145,0.0006215040397762328,0.0006215040397762328,0.0004143360265174145,-0.00041433602651752555,0.0,-0.0006215040397763438,0.00020716801325870726,0.0006215040397762328,0.00020716801325870726,0.0004143360265174145,0.00020716801325870726,0.00020716801325870726,0.0,0.0,0.0,0.0006215040397762328,-0.00041433602651752555,-0.00041433602651752555,0.0006215040397762328,0.0,0.0006215040397762328,0.0004143360265174145,0.0004143360265174145,0.0006215040397762328,0.0006215040397762328
18,0.0008286720530349401,0.00020716801325870726,0.0006215040397762328,0.0008286720530349401,0.0014501760928111729,0.0012430080795524656,0.0006215040397762328,0.002278848145846224,0.0006215040397762328,0.0008286720530349401,0.0018645121193286984,0.0018645121193286984,0.0016573441060699912,0.0004143360265174145,0.00020716801325870726,0.0014501760928111729,0.0014501760928111729,0.0004143360265174145,0.0018645121193286984,0.0004143360265174145,0.0,0.00020716801325870726,0.0016573441060699912,0.0010358400662937584,0.0004143360265174145,0.0008286720530349401,0.0008286720530349401,0.0008286720530349401,0.00020716801325870726,0.00020716801325870726,0.0008286720530349401,0.0008286720530349401,0.0018645121193286984,0.0004143360265174145,0.0008286720530349401,0.0004143360265174145,0.0004143360265174145,0.0006215040397762328,0.0008286720530349401,0.0004143360265174145,0.0004143360265174145,0.0010358400662937584,0.0004143360265174145,0.0008286720530349401,0.0012430080795524656,0.0006215040397762328,0.0,0.0,0.0,0.0004143360265174145,0.0010358400662937584,0.00020716801325870726,0.0006215040397762328,0.0010358400662937584,0.0004143360265174145,0.0,-0.00020716801325881828,0.00020716801325870726,-0.0006215040397763438,-0.0006215040397763438,-0.0026931841723638605,0.00020716801325870726,0.0008286720530349401,0.0004143360265174145,-0.0010358400662938694,0.0,0.0012430080795524656,-0.00041433602651752555,0.0,0.0004143360265174145,0.00020716801325870726,0.0010358400662937584,-0.00020716801325881828,0.0008286720530349401,0.0006215040397762328,0.0,0.0008286720530349401,0.00020716801325870726,0.0006215040397762328,-0.00020716801325881828,-0.00020716801325881828,-0.00020716801325881828,0.0004143360265174145,0.0008286720530349401,0.0006215040397762328,0.0006215040397762328,-0.0006215040397763438,0.00020716801325870726,0.0006215040397762328,0.0,0.0,0.00020716801325870726,0.0004143360265174145,0.0004143360265174145,0.00020716801325870726,-0.00020716801325881828,0.00020716801325870726,0.0004143360265174145,0.00020716801325870726,-0.00041433602651752555,0.0004143360265174145,0.0004143360265174145,0.00020716801325870726,0.00020716801325870726,0.0,0.0004143360265174145,0.0004143360265174145,0.0006215040397762328
19,0.0010358400662937584,0.0004143360265174145,0.0006215040397762328,0.0008286720530349401,0.0014501760928111729,0.0010358400662937584,0.0006215040397762328,0.0016573441060699912,0.00020716801325870726,0.0006215040397762328,0.0014501760928111729,0.003107520198881275,0.0016573441060699912,0.0006215040397762328,0.0008286720530349401,0.0010358400662937584,0.0016573441060699912,0.0012430080795524656,0.0026931841723637495,0.0004143360265174145,0.0,0.0012430080795524656,0.0016573441060699912,0.0006215040397762328,0.0006215040397762328,0.0004143360265174145,0.0012430080795524656,0.0008286720530349401,0.0004143360265174145,0.0,0.0006215040397762328,0.0008286720530349401,0.0018645121193286984,0.0004143360265174145,0.0004143360265174145,0.0004143360265174145,0.0006215040397762328,0.0004143360265174145,0.0004143360265174145,0.00020716801325870726,0.00020716801325870726,0.0012430080795524656,0.0,0.0008286720530349401,0.0004143360265174145,0.00020716801325870726,0.0,0.0,0.00020716801325870726,0.0006215040397762328,0.0010358400662937584,0.00020716801325870726,0.0006215040397762328,0.0012430080795524656,0.0010358400662937584,-0.00020716801325881828,-0.00041433602651752555,0.0006215040397762328,-0.0006215040397763438,-0.00020716801325881828,-0.0020716801325876277,0.0004143360265174145,0.0008286720530349401,0.0004143360265174145,-0.0010358400662938694,-0.0008286720530350511,-0.00020716801325881828,-0.0006215040397763438,0.0,0.0004143360265174145,0.0,-0.0006215040397763438,-0.00020716801325881828,-0.00020716801325881828,0.00020716801325870726,-0.0006215040397763438,0.0006215040397762328,-0.0010358400662938694,0.0,-0.00020716801325881828,0.0008286720530349401,0.0004143360265174145,0.0006215040397762328,0.0010358400662937584,0.0010358400662937584,0.0006215040397762328,-0.00020716801325881828,0.0004143360265174145,0.0004143360265174145,-0.00041433602651752555,0.0006215040397762328,0.0,0.0010358400662937584,0.0004143360265174145,0.0,0.00020716801325870726,0.0,-0.00041433602651752555,0.0006215040397762328,0.0,0.0004143360265174145,0.00020716801325870726,0.00020716801325870726,0.0008286720530349401,0.00020716801325870726,0.00020716801325870726,0.0006215040397762328,0.0006215040397762328
